gameTitle,Distrust,不信,
KatashiHayashi_GameStart_Message_2,Ancient meditation practices helped the old man survive. Now they should help me make it out of here alive.,古代の瞑想のプラクティスは老人が生き残る助けました。今、彼らは私がここに生きているからそれを支援すべきです。,
MartinBrown_GameStart_Message_1,Mycomma did I pass out! All I remember is taking out the copter door and crawling out\u2026,Mycommaは、私は合格しました！私が覚えているすべては、ヘリコプターのドアを取り出しています\ u2026をクロールしています,
MartinBrown_GameStart_Message_2,Mycomma did I pass out! All I remember is that strange orb twinklingcomma and then my copter crashed\u2026,Mycommaは、私は合格しました！私が覚えているすべては、その不思議なオーブtwinklingcommaで、その後、私のヘリコプターがいます\ u2026を墜落しました,
MaryStone_GameStart_Message_1,Nice flight\u2026 too bad the copter's had it. At leastcomma some food can be rescued.,ヘリコプターのは、それを持っていた、あまりにも悪いニース飛行しています\ u2026。 leastcommaで、いくつかの食べ物を救出することができます。,
MaryStone_GameStart_Message_2,Nice flight\u2026 At leastcomma we're alive. Now to look around and find food\u2026,leastcommaでニース飛行しています\ u2026、私たちは生きています。今見て回ると、食品中\ u2026を見つけるために,
NatalieShelter_GameStart_Message_1,Damn! Told you I should be piloting! I could've landed it better\u2026,くそー！私が操縦しなければならないことを言いました！私はそれをよりよくしています\ u2026を上陸させたかもしれません,
NatalieShelter_GameStart_Message_2,Damn! Now we should find a warmer place and figure out what's going on here.,くそー！今、私たちは、暖かい場所を見つけて、ここで何が起こっているかを把握する必要があります。,
NicoleSteelman_GameStart_Message_1,Ughcomma it gets more and more enigmatic\u2026 What was that strange orb in the helicopter?,それはより多くの謎めいています\ u2026を取得Ughcommaヘリコプターでその不思議なオーブは何でしたか？,
NicoleSteelman_GameStart_Message_2,Ughcomma it gets more and more enigmatic\u2026 Good thing I still have my gun.,Ughcommaは、それは私がまだ私の銃を持って、より多くの謎めい\ています...良いものを取得します。,
OlafHaraldson_GameStart_Message_1,Damncomma the copter's done. My boss will be so pissed\u2026,Damncommaヘリコプターは完了です。私の上司はとても怒っされます\ています...,
OlafHaraldson_GameStart_Message_2,Damn! Did that weird orb make it fall? What was itcomma even?,くそー！その奇妙なオーブはそれが落ちるようでしたか？ itcommaも、何でしたか？,
OlgaKramer_GameStart_Message_1,Are you insane?! We could crash onto the building! I will write you up!,あなたは非常識です！私たちは建物の上にクラッシュする可能性がありました！私はあなたを書きます！,
OlgaKramer_GameStart_Message_2,Are you insane?! We should immediately find a place to report to the management!,あなたは非常識です！私たちは、すぐに経営陣に報告するための場所を見つける必要があります！,
PhilippStrauss_GameStart_Message_1,I'm fine. Lucky me. Who needs a doctor?,大丈夫です。私は幸運。誰が医者を必要ですか？,
PhilippStrauss_GameStart_Message_2,I'm fine. Lucky me. Who else survived and needs a doctor?,大丈夫です。私は幸運。他に誰が生き残ったと医師を必要ですか？,
RadgShumpur_GameStart_Message_1,What a ride\u2026 I definitely need a smoke.,私は間違いなく、煙を必要なものに乗っています\ u2026。,
RadgShumpur_GameStart_Message_2,What a ride\u2026 I should look for cigarettescomma I'm almost out.,私は、私はほとんど出てるcigarettescommaを探す必要が乗車しています\ u2026。,
RonaldWitkes_GameStart_Message_1,Dammitcomma I've almost started to believe I was the only survivor. Ohcomma well\u2026,Dammitcommaは、私はほとんど私が唯一の生存者だったと信じて始めました。 Ohcommaも\ています...,
RonaldWitkes_GameStart_Message_2,Damncomma what a stress! I should find a building and think it all through.,Damncomma何のストレス！私は建物を見つけるとを介してすべてを考える必要があります。,
Tutorial_Step_RotateCameraFixedFixed,Try controlling the camera.\nPress Q or E (default settings) to turn it.\nUse the mouse wheel to zoom in and out.\nPress WcommaAcommaScomma or D (default settings) to move it.,カメラを制御してみてください。\ n押しQまたはE（デフォルト設定）、それを有効にする。\ nUseマウスホイールでズームイン、ズームアウトする。\ n押しWcommaAcommaScommaまたはD（デフォルト設定）に移動します。,
AlaskaCruise_TicketPart1_caption,First part of the lottery ticket,宝くじの最初の部分,
AlaskaCruise_TicketPart1_description,One of the five parts to restore the winning lottery ticket,5つの部分の一つは、当選チケットを復元します,
AlaskaCruise_TicketPart2_caption,Second part of the lottery ticket,宝くじの第二部,
AlaskaCruise_TicketPart2_description,One of the five parts to restore the winning lottery ticket,5つの部分の一つは、当選チケットを復元します,
AlaskaCruise_TicketPart3_caption,Third part of the lottery ticket,宝くじの第三部,
AlaskaCruise_TicketPart3_description,One of the five parts to restore the winning lottery ticket,5つの部分の一つは、当選チケットを復元します,
AlaskaCruise_TicketPart4_caption,Fourth part of the lottery ticket,宝くじの第四の部分,
AlaskaCruise_TicketPart4_description,One of the five parts to restore the winning lottery ticket,5つの部分の一つは、当選チケットを復元します,
AlaskaCruise_TicketPart5_caption,Fifth part of the lottery ticket,宝くじの第五一部,
AlaskaCruise_TicketPart5_description,One of the five parts to restore the winning lottery ticket,5つの部分の一つは、当選チケットを復元します,
AlaskaCruise_Get_AlaskaTicketPart1_caption,taking part of the ticket...,チケットの一部を取って...,
AlaskaCruise_Get_AlaskaTicketPart2_caption,taking part of the ticket...,チケットの一部を取って...,
AlaskaCruise_Get_AlaskaTicketPart3_caption,taking part of the ticket...,チケットの一部を取って...,
AlaskaCruise_Get_AlaskaTicketPart4_caption,taking part of the ticket...,チケットの一部を取って...,
AlaskaCruise_Get_AlaskaTicketPart5_caption,taking part of the ticket...,チケットの一部を取って...,
AlaskaCruise_TicketPart2_Open_MilitaryBox_caption,opening...,オープニング...,
Lore_AlaskaCruise_TicketPart3_Code_Description,Provisions Delivery Note: Polar Base 413 (07/04)\n\nSoup (canned) x7\nVegetables (frozen) x9\nMeat (packages) x2\nCoffee (beans/bags) x4\nProtein bars x1\nHot cereal (assorted/boxes) x3\nFish (canned) x6\nVitamins (packages) x5\nDairy (cases) x8,規定納品書：ポーラーベース413（07/04）\ N \ nSoup（缶詰）X7の\のnVegetables（冷凍）X9 \ nMeat（パッケージ）nCoffee（豆/袋）\×2×4 \ nProteinは×1の\ nHotの穀物（盛り合わせを/バー箱）×3 \ nFish（缶詰）×6 \のnVitamins（パッケージ）X5 \ nDairy（例）×8,
Lore_AlaskaCruise_Instructions_Description,Looks like I got the winning ticket! All the guys wanted to see it at oncecomma and then this abnormal stuff started happening. I tore the ticket in 5 piecescomma just in casecomma and hid in different spotscomma so that only I could find it. Think in a couple of days it will all settle downthen I'll get the ticket back together to see what I won. I've heard I could even get a trip to somewhere!,私は勝利切符を得たように見えます！すべての人はoncecommaでそれを見てみたかったし、この異常なものが起こって始めました。私はちょうどcasecommaで5 piecescommaでチケットを引き裂いたとだけ、私はそれを見つけることができるように異なるspotscommaに隠しました。それはすべて落ち着くだろう日のカップルで考えます。その後、私は私が勝ったものを見るために一緒に戻ってチケットを取得します。私は、私もどこかに旅行を得ることができると聞きました！,
Lore_AlaskaCruise_FinalTicket_Description,Congratulations! You found all the lottery ticket parts! To participate in the contestcomma follow the link below for instructions. Good luck!,おめでとうございます！あなたは、すべての宝くじのパーツを見つけました！ contestcommaに参加するには、手順については、以下のリンクをたどってください。がんばろう！,
FPS_Settings,FPS\u5236\u9650,FPS \ u5236 \ u9650,
FPS_No_Limit,No limits,無制限,無制限
FPS_VSync,V-Sync,V-Syncの,
FPS_30FPS,Limit to 30 FPS,30 FPSに制限,30FPSに制限
Loading_Message_28,Press Space (default settings) to pause the game and look around.,スペースキーを押し（デフォルト設定）は、ゲームを一時停止し、周りを見ています。,
Start_Button_Tooltip,Choose at least 2 characters to start the game.,ゲームを開始するには、少なくとも2つの文字を選択してください。,
